Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,arrival_year,arrival_month,arrival_date,no_of_special_requests,booking_status
460,2,0,0,1,0,82,2018,6,23,0,Canceled
461,1,0,0,3,0,37,2018,10,13,0,Not_Canceled
462,2,0,2,2,0,147,2018,7,1,2,Not_Canceled
463,1,0,0,1,0,2,2017,8,26,0,Not_Canceled
464,2,0,2,6,0,166,2018,8,18,0,Canceled
465,2,0,1,3,1,28,2018,4,11,2,Not_Canceled
466,2,0,1,2,0,309,2018,5,13,0,Canceled
467,2,0,1,3,1,54,2018,7,4,0,Not_Canceled
468,2,0,1,3,1,49,2018,12,8,2,Not_Canceled
469,2,1,0,1,1,1,2018,6,18,2,Not_Canceled
470,2,0,2,1,0,0,2017,12,27,0,Not_Canceled
471,2,0,2,1,0,4,2017,8,8,0,Not_Canceled
472,2,0,0,4,0,60,2017,12,9,1,Not_Canceled
473,2,0,0,1,0,157,2017,8,14,1,Not_Canceled
474,2,0,2,3,0,268,2018,4,8,0,Not_Canceled
475,2,0,1,1,0,38,2018,9,26,0,Canceled
476,2,2,2,1,0,30,2018,6,12,0,Canceled
477,2,0,0,1,1,2,2018,10,11,2,Not_Canceled
478,2,0,3,7,0,217,2018,12,5,1,Not_Canceled
479,2,0,0,3,0,143,2018,8,25,0,Not_Canceled
480,2,0,0,3,0,179,2018,10,19,2,Not_Canceled
481,1,0,0,2,0,188,2018,6,15,0,Canceled
482,3,0,2,2,0,94,2018,7,8,1,Not_Canceled
483,1,0,0,2,0,32,2017,11,20,0,Not_Canceled
484,3,0,2,2,0,2,2018,4,1,2,Not_Canceled
485,2,0,0,3,0,70,2017,10,22,1,Not_Canceled
486,2,0,1,0,0,4,2018,9,19,0,Not_Canceled
487,2,0,2,0,0,34,2018,2,28,1,Not_Canceled
488,2,2,0,1,0,16,2018,3,8,0,Canceled
489,2,0,1,3,0,24,2018,2,11,0,Canceled
490,2,0,2,2,0,78,2018,4,10,1,Not_Canceled
491,2,0,1,2,0,305,2018,11,4,0,Canceled
492,2,0,0,3,0,37,2018,10,13,0,Not_Canceled
493,2,0,2,5,0,98,2018,4,30,0,Not_Canceled
494,2,0,1,3,0,14,2018,12,5,0,Not_Canceled
495,1,0,0,2,0,44,2018,11,23,2,Not_Canceled
496,1,0,2,1,0,1,2018,2,28,0,Canceled
497,2,0,0,3,0,213,2018,6,7,0,Canceled
498,1,0,1,1,0,5,2018,4,4,1,Not_Canceled
499,2,0,0,1,0,55,2018,4,6,0,Not_Canceled
500,2,0,0,3,0,139,2018,2,11,1,Not_Canceled
501,2,0,2,1,0,44,2018,4,23,0,Not_Canceled
502,1,0,2,1,0,18,2018,2,28,1,Not_Canceled
503,1,0,1,0,0,0,2018,10,17,0,Not_Canceled
504,1,0,0,2,0,192,2018,6,24,0,Not_Canceled
505,2,0,2,4,0,152,2018,6,18,0,Not_Canceled
506,3,0,0,4,0,42,2018,8,30,2,Not_Canceled
507,3,0,2,3,0,209,2018,10,21,1,Canceled
508,2,0,2,3,0,69,2018,3,20,1,Not_Canceled
509,2,0,1,2,0,80,2018,11,18,2,Not_Canceled
510,2,0,1,2,0,49,2017,11,9,0,Not_Canceled
511,1,0,0,3,0,143,2018,8,25,0,Not_Canceled
512,2,0,2,1,0,67,2017,12,5,2,Not_Canceled
513,2,0,0,2,0,41,2018,10,21,1,Canceled
514,2,0,2,1,0,154,2018,10,30,2,Canceled
515,2,0,0,1,0,55,2018,4,6,0,Not_Canceled
516,2,0,0,4,0,2,2018,8,3,0,Not_Canceled
517,2,0,2,4,0,99,2018,4,10,1,Canceled
518,1,0,0,2,0,14,2017,10,14,0,Not_Canceled
519,1,0,0,1,0,0,2018,10,15,0,Not_Canceled
520,2,0,1,3,0,22,2017,12,24,1,Not_Canceled
521,1,0,2,1,0,7,2018,3,5,1,Not_Canceled
522,2,0,1,3,0,84,2018,3,24,0,Not_Canceled
523,2,0,0,4,0,109,2018,5,4,1,Not_Canceled
524,1,0,0,3,0,71,2018,6,14,0,Not_Canceled
525,2,0,2,0,0,4,2018,4,3,1,Not_Canceled
526,1,0,0,3,0,71,2018,6,14,0,Not_Canceled
527,2,0,0,1,0,58,2018,6,10,1,Not_Canceled
528,3,0,0,1,0,133,2018,7,23,0,Canceled
529,2,0,2,1,0,27,2018,6,26,0,Canceled
530,2,0,2,3,0,27,2018,2,4,1,Not_Canceled
531,1,0,0,1,0,9,2017,9,10,2,Not_Canceled
532,2,1,0,3,0,86,2018,12,8,0,Canceled
533,2,0,0,3,0,13,2017,12,17,0,Not_Canceled
534,2,0,1,3,0,0,2018,12,5,1,Not_Canceled
535,2,0,0,2,0,5,2018,6,21,1,Not_Canceled
536,2,0,1,3,0,82,2018,3,24,0,Not_Canceled
537,2,1,0,2,0,330,2018,8,31,0,Canceled
538,2,0,1,3,0,3,2018,8,22,1,Not_Canceled
539,1,0,0,1,0,35,2018,3,10,0,Canceled
540,1,0,6,15,0,12,2018,3,30,0,Canceled
541,1,0,0,1,0,0,2018,11,19,0,Not_Canceled
542,2,1,0,1,0,7,2018,4,7,1,Not_Canceled
543,2,0,0,4,0,47,2018,9,27,1,Canceled
544,2,0,2,3,0,117,2018,6,17,1,Not_Canceled
545,2,0,0,2,0,2,2018,6,10,1,Not_Canceled
546,2,0,0,1,0,26,2018,6,8,0,Not_Canceled
547,2,0,2,2,0,75,2018,12,2,1,Not_Canceled
548,2,0,0,2,0,256,2018,6,15,1,Canceled
549,2,1,1,0,0,137,2018,8,21,2,Not_Canceled
550,2,0,0,4,0,92,2017,10,7,0,Not_Canceled
551,1,0,0,1,0,1,2018,11,29,0,Not_Canceled
552,2,0,0,1,0,18,2018,1,2,0,Not_Canceled
553,2,0,1,2,0,78,2018,3,25,0,Canceled
554,1,0,0,1,0,8,2018,4,23,2,Not_Canceled
555,1,2,4,9,0,30,2018,11,2,0,Canceled
556,2,0,2,0,0,117,2018,11,13,0,Not_Canceled
557,2,0,1,1,0,10,2018,3,19,0,Not_Canceled
558,2,0,2,2,0,56,2017,9,25,0,Not_Canceled
559,2,0,0,2,0,8,2017,10,20,1,Not_Canceled
560,2,0,2,0,0,386,2018,10,23,1,Canceled
561,2,0,0,2,0,273,2017,7,17,0,Canceled
562,2,0,0,1,0,33,2018,11,26,1,Canceled
563,3,0,2,5,0,184,2018,8,3,3,Not_Canceled
564,2,0,1,3,0,232,2018,9,5,0,Canceled
565,1,0,0,2,0,188,2018,6,15,0,Canceled
566,2,0,0,2,0,102,2017,10,16,0,Not_Canceled
567,2,0,2,2,0,45,2018,10,7,1,Canceled
568,1,0,0,1,0,1,2018,2,3,1,Not_Canceled
569,2,0,2,2,0,63,2018,9,3,2,Not_Canceled
570,2,0,2,2,0,89,2018,9,16,1,Not_Canceled
571,1,0,0,2,0,63,2018,4,26,2,Not_Canceled
572,2,0,0,3,0,304,2018,11,3,0,Canceled
573,1,0,2,1,0,1,2018,4,9,1,Not_Canceled
574,1,0,0,1,0,51,2018,3,16,0,Not_Canceled
575,2,0,0,2,0,110,2018,4,20,0,Not_Canceled
576,2,0,2,1,0,20,2018,7,30,1,Not_Canceled
577,2,0,0,1,0,50,2018,10,19,1,Canceled
578,2,0,0,3,0,48,2018,10,11,1,Not_Canceled
579,2,0,0,3,0,96,2018,9,13,0,Canceled
580,2,0,1,4,0,148,2017,12,30,0,Not_Canceled
581,2,0,1,1,0,25,2018,10,3,1,Canceled
582,2,0,2,5,0,148,2018,6,25,0,Canceled
583,2,0,1,3,0,114,2018,8,22,0,Not_Canceled
584,1,0,0,2,0,257,2017,7,1,0,Not_Canceled
585,2,0,2,5,0,105,2018,6,11,2,Not_Canceled
586,1,0,1,2,0,4,2017,11,2,0,Not_Canceled
587,2,0,2,2,0,67,2017,9,6,1,Not_Canceled
588,2,0,2,2,1,61,2018,9,2,1,Not_Canceled
589,2,0,0,2,0,79,2018,12,30,1,Not_Canceled
590,3,0,0,1,0,74,2018,5,21,2,Not_Canceled
591,2,0,0,1,0,120,2018,5,12,0,Not_Canceled
592,2,0,0,3,0,157,2018,12,8,0,Not_Canceled
593,2,0,0,4,0,4,2018,1,6,0,Not_Canceled
594,2,0,2,5,0,46,2018,8,28,0,Not_Canceled
595,1,0,2,1,0,41,2018,3,13,0,Not_Canceled
596,3,0,1,4,0,84,2018,6,15,2,Not_Canceled
597,2,0,0,2,0,245,2018,6,17,0,Canceled
598,2,0,0,3,0,27,2018,6,29,1,Not_Canceled
599,2,0,3,7,0,74,2017,7,27,0,Not_Canceled
600,2,0,1,2,0,85,2018,6,20,0,Canceled
601,2,0,0,2,0,6,2018,2,26,0,Canceled
602,2,0,2,3,0,256,2018,10,23,2,Canceled
603,2,0,0,2,0,265,2018,6,24,0,Canceled
604,2,0,2,3,0,64,2018,4,15,0,Not_Canceled
605,1,0,0,1,0,0,2017,10,1,1,Not_Canceled
606,1,0,0,2,0,91,2018,9,14,0,Not_Canceled
607,2,0,1,3,0,127,2018,4,28,0,Not_Canceled
608,2,0,0,3,0,73,2018,7,14,0,Not_Canceled
609,2,0,0,4,0,36,2018,12,28,0,Not_Canceled
610,2,0,1,3,0,17,2018,12,8,0,Not_Canceled
611,2,0,2,5,0,164,2018,7,27,0,Canceled
612,2,0,0,1,0,0,2018,9,27,0,Not_Canceled
613,2,0,2,1,0,37,2018,10,2,1,Not_Canceled
614,3,0,1,2,0,191,2018,8,1,0,Not_Canceled
615,2,2,2,4,0,33,2017,10,17,2,Not_Canceled
616,2,0,2,1,0,32,2017,9,5,3,Not_Canceled
617,1,0,1,1,0,3,2017,9,7,0,Not_Canceled
618,2,0,2,1,0,53,2018,7,10,1,Not_Canceled
619,2,0,1,0,0,8,2018,6,19,1,Not_Canceled
620,2,0,2,1,0,107,2018,5,29,1,Canceled
621,2,0,0,1,0,55,2018,4,6,0,Not_Canceled
622,2,0,1,2,0,84,2018,4,29,0,Not_Canceled
623,2,2,0,2,0,0,2017,8,25,1,Not_Canceled
624,2,0,1,1,0,1,2018,6,11,2,Not_Canceled
625,2,0,0,2,0,29,2018,12,2,1,Not_Canceled
626,2,0,0,4,0,41,2017,10,14,1,Not_Canceled
627,2,0,0,2,0,86,2017,9,9,0,Not_Canceled
628,2,0,2,2,0,167,2018,10,1,1,Canceled
629,2,0,0,3,0,34,2018,6,14,1,Not_Canceled
630,2,0,1,2,0,101,2018,4,4,0,Canceled
631,2,0,0,3,0,259,2018,5,5,0,Canceled
632,2,0,0,2,0,122,2018,5,12,1,Not_Canceled
633,2,0,0,1,0,1,2018,2,11,2,Not_Canceled
634,2,0,0,2,1,107,2018,8,25,0,Not_Canceled
635,2,0,0,3,0,35,2018,4,5,1,Not_Canceled
636,1,0,0,2,0,192,2018,6,24,0,Not_Canceled
637,2,0,0,2,0,4,2018,4,1,0,Canceled
638,2,0,1,3,0,85,2018,10,6,1,Not_Canceled
639,3,0,0,4,0,137,2018,8,24,0,Canceled
640,2,0,0,2,0,74,2017,9,18,0,Not_Canceled
641,1,0,2,1,0,116,2018,2,28,0,Not_Canceled
642,2,0,2,2,1,34,2017,9,13,2,Not_Canceled
643,2,0,2,1,0,56,2018,8,28,0,Canceled
644,2,0,2,4,0,149,2018,7,10,0,Canceled
645,2,0,2,2,0,12,2018,2,6,0,Not_Canceled
646,3,0,1,1,0,52,2018,10,17,1,Canceled
647,2,0,1,4,0,191,2018,3,30,0,Not_Canceled
648,2,0,0,3,0,37,2018,10,13,0,Not_Canceled
649,2,0,0,3,0,57,2018,12,29,0,Canceled
650,1,0,2,3,0,9,2018,1,8,0,Not_Canceled
651,2,0,0,1,0,7,2018,10,26,0,Not_Canceled
652,2,0,1,2,0,78,2018,3,25,0,Canceled
653,2,0,0,1,0,0,2018,6,7,0,Not_Canceled
654,0,2,1,2,0,78,2018,8,19,1,Not_Canceled
655,2,0,1,2,0,31,2018,9,16,0,Not_Canceled
656,2,0,0,2,0,37,2018,6,17,1,Not_Canceled
657,2,0,2,1,0,8,2018,5,29,1,Not_Canceled
658,4,0,0,2,0,32,2018,8,17,1,Not_Canceled
659,2,0,1,2,0,48,2018,10,31,0,Not_Canceled
660,2,0,1,2,0,89,2017,11,23,2,Not_Canceled
661,1,0,1,0,0,0,2018,3,7,0,Not_Canceled
662,2,0,0,1,0,15,2018,9,20,1,Not_Canceled
663,1,0,0,1,0,10,2018,1,28,0,Not_Canceled
664,1,0,0,3,0,43,2018,5,31,0,Not_Canceled
665,2,1,1,1,1,27,2018,8,8,2,Not_Canceled
666,2,0,2,0,0,386,2018,10,23,1,Canceled
667,1,0,0,1,0,72,2017,9,18,0,Not_Canceled
668,2,0,2,1,0,10,2018,10,16,3,Not_Canceled
669,2,0,0,3,0,37,2018,10,13,0,Not_Canceled
670,2,0,2,3,0,170,2018,4,8,0,Not_Canceled
671,1,0,0,2,0,265,2018,6,24,0,Not_Canceled
672,2,0,1,1,0,49,2018,7,9,0,Canceled
673,2,0,0,3,0,51,2018,2,25,1,Not_Canceled
674,1,0,1,0,0,3,2018,2,8,1,Not_Canceled
675,2,0,0,2,0,265,2018,6,24,1,Canceled
676,2,0,2,0,0,34,2018,9,11,2,Not_Canceled
677,2,0,0,1,0,1,2018,2,27,1,Not_Canceled
678,2,0,2,0,1,77,2018,5,1,0,Not_Canceled
679,1,0,2,5,0,60,2018,6,17,1,Canceled
680,2,0,2,2,0,56,2017,9,25,0,Not_Canceled
681,2,0,2,0,0,0,2018,6,12,0,Not_Canceled
682,2,2,2,3,0,136,2018,7,9,0,Canceled
683,1,0,0,3,1,4,2018,1,28,1,Not_Canceled
684,2,1,1,2,0,68,2018,9,9,2,Not_Canceled
685,2,0,0,1,1,1,2018,11,18,1,Not_Canceled
686,2,0,1,3,0,61,2018,3,21,0,Not_Canceled
687,2,0,1,2,0,40,2018,5,13,2,Not_Canceled
688,2,0,2,5,0,6,2018,11,17,0,Canceled
689,2,0,0,3,0,58,2018,11,3,0,Canceled
690,1,0,0,2,0,35,2018,3,16,1,Not_Canceled
691,2,0,0,2,0,177,2018,6,3,0,Canceled
692,2,0,0,4,0,13,2018,12,14,1,Not_Canceled
693,1,0,2,4,0,245,2018,7,6,0,Canceled
694,2,0,1,2,0,189,2018,10,28,0,Canceled
695,2,0,2,1,0,271,2018,12,3,0,Not_Canceled
696,2,0,0,2,0,257,2017,7,1,0,Canceled
697,2,0,2,4,0,207,2018,7,28,1,Not_Canceled
698,2,0,2,2,0,108,2018,12,25,2,Not_Canceled
699,2,0,0,3,0,39,2018,3,15,0,Not_Canceled
700,2,1,0,1,0,11,2018,11,5,1,Canceled
701,2,0,1,2,0,177,2018,8,12,1,Canceled
702,2,0,0,1,0,15,2017,9,17,3,Not_Canceled
703,2,0,0,1,0,10,2018,5,5,1,Not_Canceled
704,3,0,2,2,0,60,2018,12,23,0,Canceled
705,2,0,0,3,0,21,2018,10,4,0,Canceled
706,2,0,2,0,0,24,2018,9,11,1,Not_Canceled
707,1,1,2,3,0,76,2018,4,24,1,Not_Canceled
708,2,0,0,3,0,146,2018,7,13,1,Not_Canceled
709,1,0,0,2,0,188,2018,6,15,0,Canceled
710,2,0,2,1,0,114,2017,7,11,0,Canceled
711,2,0,0,4,0,256,2018,8,31,0,Canceled
712,2,0,1,3,0,210,2017,10,8,0,Not_Canceled
713,2,0,0,1,0,16,2018,11,16,0,Not_Canceled
714,2,0,0,2,0,64,2018,9,16,1,Not_Canceled
715,2,0,0,3,0,105,2018,10,12,0,Not_Canceled
716,2,0,1,0,0,0,2017,8,9,0,Not_Canceled
717,2,0,2,0,1,37,2018,2,14,1,Not_Canceled
718,2,0,2,5,0,54,2018,7,2,0,Canceled
719,3,0,0,3,0,81,2018,9,7,0,Canceled
720,3,0,0,1,0,2,2018,5,27,1,Not_Canceled
721,2,0,2,0,0,61,2017,10,4,0,Not_Canceled
722,2,0,2,3,0,11,2018,2,13,0,Not_Canceled
723,2,0,2,2,0,4,2018,2,5,0,Canceled
724,2,0,0,2,0,63,2017,9,4,0,Not_Canceled
725,2,0,0,2,0,320,2018,8,18,1,Canceled
726,2,1,1,3,0,3,2018,2,15,2,Not_Canceled
727,2,0,2,1,0,62,2018,4,16,0,Canceled
728,2,0,0,3,0,91,2018,10,20,2,Canceled
729,2,0,1,0,1,123,2018,8,21,0,Not_Canceled
730,2,0,0,3,0,13,2018,3,2,1,Not_Canceled
731,2,0,0,4,0,152,2018,11,1,0,Not_Canceled
732,2,0,1,1,0,180,2018,5,2,1,Not_Canceled
733,2,2,4,10,0,222,2018,8,14,0,Canceled
734,2,0,2,2,0,47,2018,9,18,0,Not_Canceled
735,2,0,0,3,0,88,2018,5,3,1,Not_Canceled
736,2,0,0,3,0,26,2018,4,27,0,Canceled
737,2,0,2,3,0,17,2017,10,15,1,Not_Canceled
738,2,0,2,5,0,104,2018,5,11,0,Canceled
739,2,0,1,2,0,7,2018,12,30,0,Not_Canceled
740,2,0,1,2,0,128,2018,3,18,0,Not_Canceled
741,1,0,0,3,0,11,2018,3,16,0,Not_Canceled
742,2,0,0,1,0,6,2018,3,4,0,Not_Canceled
743,2,0,2,4,0,23,2018,3,17,0,Not_Canceled
744,2,0,0,3,0,304,2018,11,3,0,Canceled
745,2,0,2,1,0,4,2017,8,8,0,Not_Canceled
746,3,0,1,2,0,25,2018,8,15,1,Canceled
747,3,0,0,4,0,65,2018,12,21,0,Not_Canceled
748,1,0,0,1,0,21,2018,2,25,1,Not_Canceled
749,3,0,1,1,0,45,2018,3,19,1,Canceled
750,2,0,2,3,0,25,2018,4,15,0,Canceled
751,1,0,0,2,0,5,2018,5,24,0,Not_Canceled
752,2,0,1,1,0,247,2018,6,6,1,Canceled
753,2,0,0,3,0,6,2018,10,20,2,Not_Canceled
754,2,1,2,1,0,25,2018,4,16,2,Not_Canceled
755,2,0,0,3,0,52,2018,12,7,2,Not_Canceled
756,2,0,0,2,0,18,2017,12,1,2,Not_Canceled
757,2,0,0,4,0,296,2018,9,21,1,Canceled
758,2,0,1,1,0,174,2017,10,10,0,Canceled
759,3,0,0,3,0,31,2018,3,8,2,Not_Canceled
760,1,0,0,3,0,166,2018,11,1,0,Canceled
761,1,2,0,3,0,30,2018,9,1,1,Not_Canceled
762,2,0,2,2,0,68,2018,4,1,1,Canceled
763,2,0,2,3,0,194,2018,4,17,2,Not_Canceled
764,2,0,2,1,0,145,2018,1,3,0,Not_Canceled
765,2,0,0,2,0,292,2018,7,21,0,Canceled
766,2,0,1,1,0,0,2017,9,7,0,Canceled
767,2,0,0,4,0,24,2018,5,31,1,Not_Canceled
768,2,0,1,2,0,124,2018,5,6,0,Not_Canceled
769,2,0,2,2,0,44,2018,12,3,0,Not_Canceled
770,2,0,0,2,0,257,2017,7,1,0,Canceled
771,1,0,0,2,0,164,2017,10,2,0,Not_Canceled
772,2,0,0,4,0,153,2018,7,27,1,Not_Canceled
773,2,1,3,9,0,155,2018,8,1,1,Canceled
774,2,0,0,1,0,0,2018,6,2,0,Not_Canceled
775,2,0,0,1,0,29,2018,7,28,1,Not_Canceled
776,2,0,1,3,0,59,2018,8,29,1,Not_Canceled
777,1,0,0,3,0,91,2018,9,14,0,Not_Canceled
778,2,0,0,1,0,76,2018,7,2,0,Canceled
779,2,0,0,3,0,93,2018,4,12,3,Not_Canceled
780,1,0,1,2,0,4,2018,2,15,1,Not_Canceled
781,2,0,0,2,0,25,2018,4,20,1,Not_Canceled
782,2,0,0,2,0,245,2018,6,17,0,Canceled
783,3,0,0,3,0,74,2018,12,27,0,Not_Canceled
784,2,0,1,1,0,275,2018,6,4,0,Canceled
785,2,0,0,1,0,14,2018,10,22,0,Canceled
786,1,0,0,2,0,265,2018,6,24,0,Not_Canceled
787,2,0,3,5,1,122,2018,8,21,2,Not_Canceled
788,1,0,0,4,0,158,2018,5,25,1,Canceled
789,2,0,1,2,0,119,2018,4,29,0,Not_Canceled
790,1,0,1,0,0,6,2018,10,3,0,Not_Canceled
791,2,0,0,2,0,122,2018,4,15,0,Canceled
792,2,0,2,2,0,60,2018,3,20,0,Canceled
793,2,0,0,2,0,1,2017,9,30,0,Not_Canceled
794,2,0,2,2,0,121,2018,6,4,0,Not_Canceled
795,2,0,1,1,0,301,2018,7,30,1,Canceled
796,2,0,2,1,0,349,2018,12,24,0,Canceled
797,1,0,0,1,0,59,2018,5,19,0,Canceled
798,1,0,0,3,0,71,2018,6,14,0,Not_Canceled
799,2,0,0,4,0,200,2018,8,31,1,Canceled
800,2,0,1,2,0,71,2018,10,21,1,Not_Canceled
801,1,0,0,1,0,105,2018,9,28,0,Not_Canceled
802,2,0,0,2,1,6,2017,11,6,0,Not_Canceled
803,1,0,0,1,0,76,2018,4,21,1,Not_Canceled
804,1,0,0,2,0,29,2017,9,30,2,Not_Canceled
805,2,0,2,3,0,179,2018,9,2,0,Canceled
806,2,0,1,0,0,81,2017,12,6,2,Not_Canceled
807,2,0,0,3,0,35,2018,10,27,2,Not_Canceled
808,2,0,1,1,0,60,2018,5,21,1,Not_Canceled
809,1,0,0,1,0,34,2018,7,19,0,Not_Canceled
810,1,0,1,1,0,0,2018,1,2,0,Not_Canceled
811,2,0,1,3,0,5,2018,7,14,1,Not_Canceled
812,2,0,2,0,0,48,2018,9,4,1,Not_Canceled
813,2,0,2,3,0,54,2018,5,12,0,Canceled
814,1,0,1,2,0,57,2018,6,10,0,Not_Canceled
815,1,0,0,2,0,5,2017,9,9,0,Not_Canceled
816,2,0,2,1,0,130,2018,11,26,0,Not_Canceled
817,2,1,4,6,0,57,2017,12,26,0,Not_Canceled
818,2,0,0,3,0,89,2018,4,12,0,Not_Canceled
819,2,0,0,3,0,221,2018,12,29,2,Canceled
820,1,0,0,2,0,1,2017,11,10,1,Not_Canceled
821,1,0,2,1,0,116,2018,2,28,0,Not_Canceled
822,2,0,1,1,0,139,2018,9,5,0,Not_Canceled
823,2,0,0,1,0,55,2018,4,6,0,Not_Canceled
824,2,0,1,1,0,247,2018,6,6,0,Canceled
825,2,0,0,2,0,74,2017,9,18,0,Not_Canceled
826,1,0,0,1,0,2,2017,12,11,0,Not_Canceled
827,3,0,1,1,0,47,2018,7,2,2,Not_Canceled
828,2,0,0,1,0,56,2018,6,8,0,Not_Canceled
829,2,0,2,1,0,96,2017,7,11,0,Not_Canceled
830,2,0,2,1,1,156,2018,8,21,0,Canceled
831,1,0,0,3,0,166,2018,11,1,0,Canceled
832,2,0,2,3,0,268,2018,4,8,0,Canceled
833,2,0,2,3,0,32,2018,3,11,0,Not_Canceled
834,1,0,0,1,0,0,2017,10,1,0,Not_Canceled
835,2,0,0,2,0,107,2018,6,10,1,Not_Canceled
836,1,0,0,3,0,159,2018,5,26,0,Canceled
837,3,0,0,3,0,46,2018,8,24,2,Not_Canceled
838,2,0,0,4,0,17,2018,11,16,2,Not_Canceled
839,2,0,2,3,0,57,2018,4,21,0,Canceled
840,2,0,1,0,1,1,2018,1,4,1,Not_Canceled
841,2,0,2,3,0,159,2018,9,30,2,Canceled
842,1,0,1,0,0,24,2018,9,12,1,Not_Canceled
843,2,0,0,5,0,17,2017,11,3,1,Not_Canceled
844,1,0,2,1,0,9,2018,2,21,0,Canceled
845,3,0,0,2,0,111,2018,9,16,3,Not_Canceled
846,2,0,0,2,0,74,2017,9,18,0,Not_Canceled
847,2,0,0,2,0,56,2017,9,17,0,Not_Canceled
848,2,0,0,2,0,5,2018,5,24,1,Not_Canceled
849,2,1,0,1,0,3,2017,8,20,3,Not_Canceled
850,2,0,1,2,0,194,2018,8,22,1,Canceled
851,1,0,0,1,0,3,2018,6,23,0,Not_Canceled
852,1,0,0,1,0,19,2017,10,7,0,Not_Canceled
853,2,1,1,2,0,33,2018,2,26,1,Not_Canceled
854,2,0,0,1,0,0,2018,6,17,1,Not_Canceled
855,2,0,0,1,0,0,2017,8,19,2,Not_Canceled
856,2,0,0,2,0,69,2018,11,4,0,Not_Canceled
857,1,0,0,2,0,7,2017,10,28,1,Not_Canceled
858,2,0,1,2,0,40,2018,3,7,1,Not_Canceled
859,2,0,1,0,0,184,2018,7,10,1,Canceled
860,2,1,1,4,0,73,2018,10,12,1,Canceled
861,2,0,0,3,0,213,2018,6,7,0,Canceled
862,2,0,1,1,0,79,2018,4,2,0,Canceled
863,2,0,2,1,0,6,2018,5,8,2,Not_Canceled
864,2,0,0,2,0,29,2018,12,2,0,Not_Canceled
865,2,0,1,1,0,11,2018,10,10,0,Not_Canceled
866,2,0,0,2,0,29,2018,12,2,2,Not_Canceled
867,2,0,2,3,0,52,2018,2,4,0,Canceled
868,2,0,0,2,0,30,2018,3,4,0,Not_Canceled
869,1,0,0,1,1,1,2018,4,13,1,Not_Canceled
870,1,0,0,3,0,16,2018,3,8,0,Not_Canceled
871,1,0,2,2,0,48,2018,5,22,0,Not_Canceled
872,2,0,1,2,0,315,2018,9,30,0,Canceled
873,1,0,2,0,0,3,2018,10,30,2,Not_Canceled
874,1,0,0,1,0,0,2018,10,13,0,Not_Canceled
875,2,0,0,2,0,69,2017,9,22,0,Not_Canceled
876,2,0,2,2,0,99,2018,5,1,0,Canceled
877,2,1,2,1,0,73,2018,4,3,1,Not_Canceled
878,1,0,0,2,0,181,2018,10,11,0,Canceled
879,2,0,0,1,0,30,2018,9,15,2,Not_Canceled
880,2,0,2,2,0,56,2017,11,6,0,Not_Canceled
881,2,0,2,0,0,83,2018,12,18,0,Not_Canceled
882,2,0,0,1,0,0,2018,5,24,0,Not_Canceled
883,2,0,2,3,0,92,2018,12,22,1,Not_Canceled
884,2,0,1,2,0,11,2018,2,12,0,Not_Canceled
885,2,0,0,2,0,67,2018,9,6,1,Canceled
886,2,0,2,2,0,25,2018,2,7,0,Not_Canceled
887,2,0,1,1,0,32,2018,7,18,1,Not_Canceled
888,2,0,1,0,0,286,2018,10,16,0,Canceled
889,2,0,2,2,0,80,2018,3,25,1,Not_Canceled
890,2,0,0,5,0,186,2018,7,12,2,Canceled
891,1,0,1,0,0,263,2017,9,21,0,Not_Canceled
892,2,0,2,1,0,103,2017,7,18,0,Canceled
893,2,0,0,3,0,114,2018,6,2,0,Canceled
894,1,0,2,4,0,245,2018,7,6,0,Canceled
895,1,0,1,0,0,24,2018,10,3,0,Not_Canceled
896,2,0,0,2,0,39,2017,8,14,1,Not_Canceled
897,2,0,2,1,1,29,2017,12,6,1,Not_Canceled
898,1,0,0,1,0,2,2018,10,6,3,Not_Canceled
899,1,0,2,7,0,14,2018,3,4,0,Canceled
900,2,0,0,3,0,37,2018,10,13,0,Not_Canceled
901,2,0,1,2,0,273,2018,5,13,0,Canceled
902,2,1,0,3,0,124,2018,5,31,1,Canceled
903,2,0,0,2,0,104,2017,10,6,1,Canceled
904,2,0,2,5,0,51,2017,9,16,1,Not_Canceled
905,2,0,0,3,0,65,2018,9,27,3,Not_Canceled
906,2,0,2,1,0,179,2018,10,1,2,Canceled
907,2,0,1,2,0,4,2018,1,8,0,Not_Canceled
908,2,0,1,1,0,80,2018,11,12,0,Canceled
909,2,0,0,1,0,56,2018,7,27,1,Not_Canceled
910,1,0,0,1,0,221,2018,8,12,0,Not_Canceled
911,2,0,1,0,0,263,2017,9,21,0,Not_Canceled
912,2,0,0,3,0,160,2017,12,30,0,Not_Canceled
913,2,0,2,0,0,174,2018,6,5,0,Canceled
914,1,0,0,1,0,19,2018,11,2,0,Not_Canceled
915,2,0,0,2,0,63,2017,9,4,0,Not_Canceled
916,1,0,1,0,0,0,2018,1,3,0,Not_Canceled
917,1,0,2,0,0,5,2017,9,20,1,Not_Canceled
918,1,0,0,1,0,0,2018,6,23,0,Not_Canceled
919,1,0,0,2,0,86,2017,9,24,0,Not_Canceled
920,2,0,1,2,0,38,2018,1,15,0,Not_Canceled
921,2,0,2,5,0,38,2017,9,14,1,Not_Canceled
